Sample File,C:\Users\VanceLab\Desktop\CASA_InLab_Sp23\Wall_Loss\SMPS_20230126_Wall_Loss_Dry.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,Concentration (DW)
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
495.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,52.093,26.955,20.550,16.214,17.941,18.089,15.260,19.146,16.702,20.491,24.246,22.714,23.259,24.539,27.867,31.599,32.218,29.402,33.663,33.238,33.500,33.907,32.223,32.225,34.401,33.375,32.877,34.460,33.784,33.179,31.587,30.199,32.265,33.133,34.686,30.449,28.426,28.758,28.178,28.796,28.721,29.733,26.498,26.452,25.618,25.338,25.021,22.740,22.828,21.577,23.205,19.092,20.518,18.058,19.416,18.524,20.834,17.347,17.817,17.571,16.167,17.133,15.906,16.014,16.291,16.298,13.278,13.206,14.208,13.114,14.041,14.141,12.642
514.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.042,41.514,21.348,15.768,11.877,14.448,13.031,11.725,14.472,11.143,14.262,15.044,16.223,16.319,17.085,18.792,21.382,24.373,19.403,22.744,23.441,23.151,22.543,21.792,21.846,23.496,23.762,22.926,25.662,23.320,22.475,23.361,21.964,21.694,22.089,23.609,23.672,19.859,21.612,20.392,20.588,21.991,18.733,19.095,18.422,18.634,18.105,18.231,16.802,15.057,16.238,17.926,14.904,15.696,12.567,15.418,13.468,13.388,13.292,14.558,13.095,12.833,11.855,12.839,12.200,11.481,10.564,11.238,9.590,10.097,10.677,8.559,10.432,9.373
532.8,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,33.932,17.227,10.713,9.285,11.718,9.392,7.619,9.579,8.344,10.625,12.941,11.940,11.078,12.560,13.501,14.707,16.210,14.670,17.356,16.381,15.065,17.174,17.643,16.090,17.375,17.019,16.533,18.076,15.659,17.061,15.477,16.485,15.916,16.591,17.237,17.295,16.134,15.664,14.156,15.026,14.751,14.714,14.011,13.119,13.539,12.895,13.522,13.041,11.730,11.469,10.497,10.331,9.790,10.839,10.283,10.793,10.385,9.741,7.862,9.410,9.159,8.101,7.866,8.388,8.441,8.144,8.672,7.286,7.464,6.966,7.459,7.501,6.621
552.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.044,0.000,0.044,0.000,0.044,0.000,26.379,11.451,7.945,6.616,8.668,6.969,6.691,6.519,6.582,7.935,8.147,7.729,9.377,9.251,9.000,10.938,11.256,10.448,12.981,12.948,11.696,11.603,10.412,10.719,10.841,11.828,10.862,12.786,11.001,11.893,10.729,11.033,10.918,12.792,12.424,12.410,10.311,11.594,9.999,9.901,10.413,9.450,9.261,8.872,9.824,8.366,9.108,8.052,8.978,8.817,9.221,7.363,7.410,7.330,6.993,7.782,8.001,7.517,7.150,6.927,6.210,6.481,6.466,6.139,5.544,5.640,5.220,4.766,4.705,6.244,4.453,4.865,4.961
572.5,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.045,21.273,9.797,5.756,5.535,5.788,4.667,4.413,6.223,4.331,5.890,6.328,6.227,5.350,7.481,6.246,8.783,7.657,7.422,8.747,8.860,7.157,8.965,7.979,6.848,7.676,7.485,8.169,7.983,7.545,7.463,8.953,7.999,7.033,8.119,7.859,8.945,5.982,8.117,7.654,7.244,7.225,7.433,6.331,6.831,6.274,7.428,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
593.5,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.737,7.828,6.183,4.150,6.044,4.092,3.320,4.653,3.248,4.673,5.248,4.236,5.541,5.183,4.649,6.463,5.389,5.141,6.747,4.714,5.352,4.898,5.145,5.473,4.726,5.855,4.865,5.488,5.266,5.118,6.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
615.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.451,5.119,3.641,2.219,3.198,2.763,2.446,0.000,2.679,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.682,0.000,4.570,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
637.8,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.882,4.969,3.169,2.166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
661.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
685.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
710.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
736.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Aerosol Flow (L/min),1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.24,1.29,1.34,1.33,1.36,1.38,1.34,1.41,1.38,1.38,1.39,1.40,1.39,1.41,1.37,1.38,1.36,1.37,1.38,1.43,1.41,1.43,1.43,1.44,1.44,1.44,1.44,1.44,1.45,1.46,1.47,1.48,1.46,1.47,1.48,1.50,1.50,1.51,1.52,1.52,1.52,1.53,1.53,1.54,1.55,1.56,1.56,1.57,1.57,1.58,1.59,1.58,1.58,1.59,1.59,1.59,1.60,1.60,1.60,1.60,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.60,1.60
Bypass Flow (L/min),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Low Voltage (V),10.31,10.30,10.31,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.31,10.30,10.29,10.28,10.30,10.29,10.28,10.30,10.25,10.30,10.29,10.28,10.28,10.28,10.26,10.30,10.29,10.29,10.27,10.28,10.25,10.28,10.26,10.27,10.26,10.26,10.26,10.26,10.26,10.26,10.25,10.25,10.25,10.26,10.24,10.25,10.24,10.24,10.23,10.23,10.24,10.24,10.24,10.23,10.23,10.22,10.22,10.22,10.23,10.21,10.22,10.20,10.21,10.22,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.22,10.20
High Voltage (V),9595.16,9595.46,9595.16,9594.76,9594.76,9594.76,9594.76,9594.76,9596.44,9596.44,9596.44,9596.44,9596.44,9596.44,9598.12,9601.21,9601.39,9592.28,9573.71,9559.15,9558.69,9551.34,9547.21,9551.74,9535.67,9543.99,9542.66,9539.42,9536.20,9538.08,9534.01,9546.94,9543.68,9545.89,9540.96,9533.42,9523.55,9526.17,9521.13,9517.65,9515.81,9514.76,9514.42,9514.16,9514.94,9510.42,9507.54,9500.86,9500.44,9501.90,9500.08,9495.07,9487.78,9484.83,9483.05,9481.53,9481.28,9481.03,9475.81,9475.81,9467.71,9466.96,9464.73,9463.49,9460.05,9458.32,9454.88,9449.82,9454.72,9452.26,9450.55,9450.31,9449.82,9448.84,9448.60,9448.11,9444.68,9443.71,9443.71,9443.47,9443.71,9443.47,9443.47,9441.83,9442.07,9444.53,9442.80
Lower Size (nm), 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4
Upper Size (nm),749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9
Density (g/cm³),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
td + 0.5 (s),1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
tf (s),5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.89,5.85,5.79,5.72,5.73,5.70,5.67,5.72,5.62,5.66,5.67,5.65,5.64,5.66,5.62,5.68,5.67,5.69,5.68,5.66,5.60,5.63,5.60,5.60,5.59,5.58,5.59,5.59,5.59,5.58,5.57,5.56,5.54,5.56,5.55,5.54,5.51,5.51,5.50,5.50,5.49,5.49,5.48,5.48,5.46,5.46,5.45,5.44,5.44,5.43,5.42,5.41,5.42,5.42,5.41,5.41,5.41,5.40,5.40,5.40,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39
D50 (nm),646.6,646.3,646.6,646.5,646.5,646.5,646.5,646.5,646.6,646.6,646.6,646.6,646.6,646.6,646.7,647.7,640.8,626.9,612.7,614.5,608.1,602.0,613.1,593.4,601.2,602.2,599.1,596.1,600.1,593.4,605.4,602.4,606.7,603.6,601.0,589.5,594.2,589.5,588.6,586.8,585.9,587.1,586.8,587.5,585.6,582.9,580.6,578.0,581.5,579.8,577.5,572.5,572.0,570.3,569.0,568.8,568.6,566.2,566.1,562.7,561.9,560.0,558.9,558.1,556.6,555.7,552.8,554.7,554.9,553.3,553.1,552.7,551.9,551.7,551.3,550.5,549.6,549.6,549.4,549.6,549.4,549.4,549.4,549.5,549.5,550.3,549.9
Neutralizer Status,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON
Median (nm),43.678,41.332,61.639,61.274,39.846,47.884,21.169,23.202,22.846,22.845,22.529,22.920,22.235,28.149,167.492,132.914,142.491,147.495,153.842,156.820,160.621,164.673,165.716,171.849,174.909,174.883,179.603,181.480,184.366,188.393,189.431,189.554,192.547,194.210,194.674,197.086,196.975,198.787,199.881,200.741,202.051,203.742,204.874,205.642,206.638,206.590,207.134,209.139,209.490,210.113,210.419,211.177,212.130,212.501,213.655,214.271,213.876,214.565,214.710,215.330,215.345,215.703,215.806,216.909,217.365,216.868,217.835,218.495,218.772,219.486,219.418,219.893,220.288,220.155,220.864,220.861,220.973,221.153,221.121,222.172,222.019,222.356,222.714,223.974,223.831,224.108,224.778
Mean (nm),79.641,87.981,95.392,95.091,69.073,86.361,26.196,27.985,28.185,27.705,28.286,28.393,27.872,42.414,170.316,137.664,147.384,152.418,159.146,162.399,166.094,170.385,171.661,177.910,181.076,181.619,185.798,188.011,190.875,195.039,196.148,196.443,199.409,201.323,201.907,204.279,204.537,206.243,207.619,208.426,209.997,211.509,212.724,213.665,214.541,214.630,215.490,217.260,218.014,218.790,218.758,219.616,220.513,221.163,222.187,222.761,222.699,223.017,223.564,224.297,223.960,224.530,224.816,225.635,226.347,225.825,226.744,227.213,227.667,228.607,228.456,228.811,229.356,229.225,230.222,230.079,230.453,230.558,230.386,231.377,231.407,231.574,231.896,232.878,233.113,233.452,233.988
Geo. Mean (nm),52.490,59.761,66.671,64.741,47.959,52.547,23.670,25.054,25.004,24.773,24.759,25.064,24.608,33.282,166.654,120.127,132.272,138.352,145.405,149.130,153.082,157.316,158.828,165.038,168.199,168.717,173.018,175.143,178.000,182.098,183.094,183.418,186.283,188.259,188.698,191.065,191.383,192.985,194.309,195.141,196.746,198.079,199.286,200.170,201.062,201.131,202.050,203.653,204.361,205.034,205.247,205.892,206.657,207.360,208.282,208.883,208.878,209.011,209.632,210.423,210.063,210.794,210.905,211.725,212.404,211.938,212.844,213.293,213.621,214.534,214.260,214.667,215.279,215.019,216.149,215.990,216.296,216.372,216.070,217.185,217.208,217.436,217.637,218.645,219.094,219.097,219.401
Mode (nm),34.599,28.903,145.902,21.674,16.849,15.679,15.679,18.106,18.106,16.253,16.253,17.466,15.679,15.679,168.485,151.247,162.531,162.531,168.485,174.658,168.485,181.056,174.658,187.688,187.688,194.564,187.688,187.688,194.564,201.691,201.691,201.691,209.080,194.564,201.691,201.691,209.080,209.080,201.691,209.080,216.739,209.080,216.739,224.679,216.739,216.739,209.080,216.739,224.679,216.739,216.739,216.739,216.739,216.739,224.679,216.739,216.739,224.679,216.739,216.739,216.739,224.679,216.739,224.679,224.679,224.679,224.679,224.679,224.679,216.739,216.739,224.679,224.679,224.679,224.679,232.910,224.679,224.679,224.679,232.910,209.080,224.679,241.442,224.679,232.910,224.679,241.442
Geo. Std. Dev.,2.348,2.256,2.323,2.453,2.233,2.571,1.470,1.491,1.505,1.503,1.522,1.521,1.526,1.929,1.254,1.758,1.640,1.591,1.561,1.539,1.524,1.516,1.506,1.496,1.490,1.488,1.479,1.477,1.473,1.468,1.469,1.468,1.466,1.462,1.464,1.461,1.459,1.459,1.458,1.456,1.454,1.456,1.454,1.454,1.453,1.453,1.451,1.452,1.452,1.453,1.449,1.452,1.454,1.451,1.453,1.452,1.451,1.455,1.452,1.450,1.450,1.447,1.450,1.449,1.450,1.449,1.447,1.448,1.449,1.450,1.452,1.451,1.448,1.451,1.446,1.448,1.449,1.449,1.453,1.448,1.449,1.447,1.449,1.447,1.442,1.450,1.456
Total Conc. (#/cm³),3.245908e+000,1.809413e+000,2.222508e+000,1.767214e+000,2.083225e+000,2.342990e+000,1.562347e+002,8.053848e+001,7.303964e+001,6.910227e+001,6.791662e+001,5.667249e+001,5.947284e+001,1.531435e+004,7.101677e+005,4.489823e+005,3.152929e+005,2.459880e+005,2.090347e+005,1.823657e+005,1.588078e+005,1.407662e+005,1.291464e+005,1.187746e+005,1.153839e+005,1.043923e+005,9.708997e+004,9.142305e+004,8.666600e+004,8.322099e+004,8.064171e+004,7.340568e+004,7.253453e+004,6.718870e+004,6.245185e+004,5.739676e+004,5.408741e+004,5.042960e+004,4.798573e+004,4.503728e+004,4.308672e+004,4.160469e+004,3.981406e+004,3.802976e+004,3.565620e+004,3.364578e+004,3.192134e+004,3.069489e+004,2.975747e+004,2.812970e+004,2.663384e+004,2.495519e+004,2.378419e+004,2.259703e+004,2.165070e+004,2.075401e+004,1.964703e+004,1.872740e+004,1.775296e+004,1.689430e+004,1.618417e+004,1.546736e+004,1.467953e+004,1.421428e+004,1.351580e+004,1.288542e+004,1.224220e+004,1.182798e+004,1.151472e+004,1.106644e+004,1.069693e+004,1.029553e+004,9.856651e+003,9.464708e+003,9.125339e+003,8.776053e+003,8.455362e+003,8.145773e+003,7.864274e+003,7.572241e+003,7.283013e+003,7.048735e+003,6.838250e+003,6.619662e+003,6.388138e+003,6.328442e+003,6.110760e+003
Title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab,VanceLab
Sample ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lab ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leak Test and Leakage Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
