Sample File,C:\Users\VanceLab\Desktop\CASA_InLab_Sp23\Wall_Loss\SMPS_20230126_Wall_Loss_Dry.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
371.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.353,0.000,27.320,22130.718,21052.192,17333.925,14866.367,16495.196,16478.812,16032.263,17354.468,16900.602,19112.280,21250.571,20936.210,21595.250,22037.697,23807.808,25310.373,25832.799,24052.883,26011.746,24965.349,25120.799,23672.760,23175.228,22759.115,22064.016,21653.448,21312.005,21362.298,21334.150,20888.786,20142.846,18844.900,19211.860,18875.947,18291.319,18341.535,16836.030,15997.449,15872.574,14846.028,15077.648,14269.787,14013.290,12919.384,12756.409,12225.325,11651.149,11322.671,11072.256,10998.167,10292.367,9591.013,9158.710,9119.291,9010.665,9156.537,8789.561,8476.032,8061.617,7642.633,7885.587,7454.295,7236.461,6783.303,6479.865,6600.132,6284.367,6060.295,6021.608,5800.093,5717.221,5629.077,5437.872
385.4,0.000,0.000,0.000,0.000,2.391,0.000,0.000,0.000,0.000,0.000,4.782,0.000,0.000,15.829,17185.677,14798.124,12127.215,10316.652,11384.236,11634.040,11050.011,12331.425,12221.372,14073.840,15277.205,15322.505,15756.616,16310.045,17466.474,19631.691,19778.489,17878.424,19287.268,19268.218,19051.582,18644.473,17323.534,17809.688,17310.318,16654.337,16692.810,16924.737,16610.664,16557.726,15639.168,14730.159,14943.637,15085.265,14923.348,14581.299,13671.753,13055.087,13486.139,12357.984,12486.634,11895.429,11223.416,10703.503,10579.665,10265.421,9293.968,9468.615,9039.052,8848.072,8376.522,7850.704,7780.232,7449.542,7566.023,7407.865,7255.123,7027.557,6685.235,6516.872,6193.799,6080.431,6076.715,5767.782,5343.591,5451.477,5260.518,5013.388,4992.465,4866.045,4714.550,4768.047,4572.837
399.5,0.000,0.000,2.415,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.725,13948.842,10482.488,8355.605,7119.119,8123.480,8023.011,7697.437,8659.852,8736.347,9914.157,11255.070,11308.637,11410.695,11722.262,12631.068,14179.893,14417.393,13535.849,15164.261,14755.949,14429.954,14351.507,13255.626,13764.682,12934.160,12775.555,12893.402,13384.483,13151.950,13015.279,12104.220,11812.268,11896.084,11613.741,12112.671,11323.606,10467.349,10311.601,10192.811,9776.153,10112.532,9585.768,8779.001,8671.832,8114.746,7800.383,7533.305,7593.559,7046.887,6956.458,6610.462,6507.183,6378.303,6083.126,6051.721,5855.466,5659.280,5649.416,5330.424,4999.199,5065.769,4934.125,4917.487,4704.277,4325.073,4292.922,4191.294,4127.141,4028.834,3934.729,3732.684,4015.006,3727.723
414.2,0.000,0.000,0.000,0.000,0.000,2.456,0.000,0.000,2.456,0.000,0.000,0.000,0.000,7.683,10341.168,7674.652,6268.389,5132.011,5764.006,5855.794,5488.190,6302.253,6099.331,7205.935,7933.063,7760.345,8484.832,8548.595,9484.911,10613.510,10722.288,9910.414,11246.656,11335.591,10641.864,10535.754,10045.666,9956.708,10366.599,9748.430,9665.291,9705.678,10103.131,10127.475,9590.733,9294.849,8867.924,9123.633,9430.038,8721.451,8113.850,8233.417,8087.019,7620.641,7495.229,7420.065,7225.428,6793.147,6635.329,6322.332,6184.468,5830.147,5634.798,5640.803,5307.970,5151.059,4869.090,4830.123,4814.565,4662.503,4689.668,4421.879,4418.131,4153.923,4292.201,4033.773,3788.851,3695.021,3587.167,3504.200,3405.678,3344.315,3206.197,3292.833,3004.916,3136.974,3159.635
429.4,0.000,0.000,0.000,2.497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.621,7837.353,5584.995,4681.692,3767.484,3866.557,4215.640,3858.717,4519.480,4260.873,5197.682,5718.534,5749.669,6008.732,6148.552,6596.076,7827.116,7581.836,7214.524,8045.452,8051.605,8131.322,7878.458,7444.171,7686.729,7749.144,7404.098,7214.136,7427.585,7728.044,7667.178,7143.049,7060.193,6937.249,6908.918,7127.713,6990.858,6181.855,6266.484,6383.095,6125.938,5707.669,5710.217,5475.946,5411.686,5021.489,4946.626,4755.549,4368.469,4290.370,4303.977,4164.593,3986.771,3916.529,3850.993,3946.950,3881.911,3537.664,3424.611,3445.786,3439.306,3277.522,3108.609,3021.392,2978.559,3008.315,2865.404,2636.064,2643.590,2685.200,2461.192,2400.001,2434.894,2599.698
445.1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.539,0.000,0.000,0.000,0.000,0.000,2.540,5785.390,4173.403,3338.288,2614.528,2988.267,2839.685,2799.307,3177.881,2935.037,3520.509,4069.745,4350.836,4174.045,4405.695,4833.820,5441.473,5618.418,5114.175,5939.968,5899.480,5923.312,5823.744,5573.555,5584.762,5830.246,5630.674,5446.958,5617.806,5686.005,5595.694,5485.358,5259.093,5111.723,5079.097,5345.244,5300.780,4807.827,4703.977,4428.681,4479.078,4437.412,4529.100,4106.686,4171.712,4022.491,3862.370,3592.095,3349.227,3449.604,3290.787,3363.418,3067.725,3039.235,2879.605,2841.294,2852.323,2811.258,2852.979,2594.164,2536.152,2590.224,2449.790,2442.817,2236.366,2170.853,2217.068,2082.157,2036.936,2095.271,1917.232,1936.577,1962.815,1988.607
461.4,0.000,0.000,0.000,0.000,0.000,2.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.752,4690.026,3187.412,2400.915,2030.864,2045.058,2027.619,1861.503,2350.036,2115.027,2466.067,2820.546,2953.329,2987.165,3233.571,3230.393,4024.423,4026.137,3435.365,4450.221,4240.865,4342.841,4180.163,3995.363,4085.840,4241.298,3903.573,3981.468,4176.258,4157.672,3975.619,3994.241,3969.686,3771.713,3820.136,3966.361,3730.348,3639.324,3415.707,3463.891,3440.355,3441.323,3450.339,2994.265,3016.633,3016.867,2897.564,2582.768,2518.703,2747.778,2595.511,2450.401,2291.373,2319.570,2364.290,2317.359,2119.135,2190.760,2037.032,1926.740,2030.816,1953.531,1804.959,1761.767,1789.474,1767.042,1703.635,1627.770,1578.266,1594.120,1474.726,1483.974,1434.007,1530.172
478.3,0.000,2.627,0.000,0.000,0.000,0.000,2.630,0.000,0.000,0.000,0.000,0.000,0.000,5.260,4070.986,2327.636,1862.558,1541.385,1547.481,1654.126,1434.712,1654.665,1401.835,1794.917,2148.416,2197.775,2268.999,2215.563,2322.591,2836.714,2939.636,2707.212,2985.871,3163.544,3146.489,2934.599,2951.542,2871.020,3048.709,2781.217,2908.935,2992.411,3033.619,2933.307,2853.173,2909.396,2748.454,2801.949,2934.393,2799.331,2591.072,2612.814,2630.728,2622.442,2409.482,2479.322,2341.749,2166.358,2127.202,2087.307,1992.725,2025.201,2052.284,1817.396,1897.825,1689.988,1728.718,1583.250,1738.598,1533.208,1660.100,1547.120,1636.813,1577.279,1462.916,1400.408,1448.317,1366.180,1351.455,1257.677,1136.655,1166.694,1131.913,1168.430,1176.441,1147.378,1203.728
495.8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.322,3333.954,1725.088,1315.207,1037.666,1148.233,1157.678,976.662,1225.328,1068.917,1311.393,1551.751,1453.722,1488.605,1570.480,1783.489,2022.367,2061.945,1881.720,2154.406,2127.235,2144.014,2170.040,2062.267,2062.427,2201.635,2136.025,2104.115,2205.411,2162.147,2123.471,2021.578,1932.705,2064.970,2120.500,2219.898,1948.751,1819.260,1840.526,1803.368,1842.935,1838.135,1902.904,1695.851,1692.899,1639.571,1621.604,1601.346,1455.383,1460.972,1380.899,1485.125,1221.882,1313.145,1155.742,1242.601,1185.526,1333.364,1110.190,1140.284,1124.542,1034.676,1096.496,1017.981,1024.906,1042.636,1043.056,849.819,845.188,909.336,839.324,898.629,905.030,809.075
514.0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.710,2656.867,1366.303,1009.136,760.147,924.656,833.983,750.420,926.233,713.144,912.797,962.835,1038.277,1044.404,1093.419,1202.681,1368.434,1559.866,1241.761,1455.586,1500.247,1481.686,1442.728,1394.717,1398.125,1503.721,1520.797,1467.267,1642.343,1492.451,1438.418,1495.110,1405.704,1388.424,1413.669,1511.007,1514.983,1270.982,1383.165,1305.080,1317.627,1407.442,1198.899,1222.080,1178.985,1192.568,1158.747,1166.780,1075.334,963.634,1039.228,1147.276,953.857,1004.530,804.265,986.726,861.954,856.830,850.687,931.689,838.059,821.304,758.702,821.703,780.804,734.814,676.084,719.206,613.754,646.183,683.354,547.791,667.665,599.901
532.8,0.000,0.000,0.000,0.000,0.000,2.761,0.000,0.000,0.000,0.000,0.000,2.761,0.000,0.000,2171.641,1102.504,685.624,594.265,749.931,601.096,487.588,613.066,534.019,679.983,828.196,764.185,708.974,803.837,864.055,941.250,1037.462,938.903,1110.760,1048.409,964.180,1099.111,1129.127,1029.731,1111.992,1089.239,1058.108,1156.836,1002.177,1091.935,990.546,1055.062,1018.602,1061.798,1103.156,1106.905,1032.577,1002.477,905.979,961.644,944.053,941.691,896.726,839.621,866.477,825.301,865.438,834.652,750.751,734.028,671.807,661.165,626.542,693.710,658.085,690.726,664.613,623.393,503.199,602.235,586.162,518.464,503.419,536.806,540.206,521.230,555.018,466.314,477.720,445.800,477.406,480.045,423.763
552.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.814,0.000,2.814,0.000,2.814,0.000,1688.283,732.890,508.469,423.436,554.775,446.016,428.243,417.222,421.256,507.850,521.416,494.661,600.146,592.053,576.030,700.026,720.400,668.690,830.800,828.696,748.571,742.573,666.390,685.985,693.814,757.000,695.191,818.286,704.088,761.132,686.640,706.141,698.784,818.715,795.120,794.231,659.905,742.019,639.957,633.638,666.461,604.822,592.717,567.778,628.707,535.419,582.892,515.326,574.578,564.289,590.163,471.222,474.246,469.103,447.523,498.073,512.039,481.120,457.589,443.356,397.461,414.800,413.838,392.908,354.841,360.948,334.095,305.053,301.097,399.631,284.987,311.380,317.490
572.5,2.868,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.869,0.000,0.000,2.869,1361.477,626.982,368.410,354.268,370.446,298.717,282.439,398.289,277.173,376.948,405.015,398.512,342.421,478.769,399.770,562.128,490.019,474.976,559.796,567.029,458.029,573.762,510.661,438.246,491.255,479.020,522.803,510.888,482.872,477.641,572.960,511.924,450.116,519.618,502.985,572.477,382.847,519.458,489.887,463.646,462.409,475.732,405.165,437.163,401.561,475.408,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
593.5,0.000,0.000,0.000,0.000,0.000,0.000,2.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1071.145,500.973,395.725,265.612,386.793,261.880,212.496,297.765,207.895,299.102,335.890,271.128,354.650,331.688,297.566,413.625,344.899,329.000,431.799,301.718,342.541,313.448,329.261,350.284,302.489,374.702,311.342,351.249,336.997,327.568,399.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
615.3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,732.853,327.625,233.020,141.990,204.640,176.824,156.514,0.000,171.447,0.000,0.000,0.000,0.000,0.000,0.000,0.000,235.627,0.000,292.485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
637.8,0.000,0.000,0.000,0.000,0.000,0.000,3.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,568.457,318.027,202.801,138.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
661.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
685.4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
710.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
736.5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Scan Time (s),155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
Retrace Time (s),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Scan Resolution (Hz),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Scans Per Sample,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sheath Flow (L/min),3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000,3.000
Aerosol Flow (L/min),1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.24,1.29,1.34,1.33,1.36,1.38,1.34,1.41,1.38,1.38,1.39,1.40,1.39,1.41,1.37,1.38,1.36,1.37,1.38,1.43,1.41,1.43,1.43,1.44,1.44,1.44,1.44,1.44,1.45,1.46,1.47,1.48,1.46,1.47,1.48,1.50,1.50,1.51,1.52,1.52,1.52,1.53,1.53,1.54,1.55,1.56,1.56,1.57,1.57,1.58,1.59,1.58,1.58,1.59,1.59,1.59,1.60,1.60,1.60,1.60,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.61,1.60,1.60
Bypass Flow (L/min),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Low Voltage (V),10.31,10.30,10.31,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.29,10.31,10.30,10.29,10.28,10.30,10.29,10.28,10.30,10.25,10.30,10.29,10.28,10.28,10.28,10.26,10.30,10.29,10.29,10.27,10.28,10.25,10.28,10.26,10.27,10.26,10.26,10.26,10.26,10.26,10.26,10.25,10.25,10.25,10.26,10.24,10.25,10.24,10.24,10.23,10.23,10.24,10.24,10.24,10.23,10.23,10.22,10.22,10.22,10.23,10.21,10.22,10.20,10.21,10.22,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.22,10.20
High Voltage (V),9595.16,9595.46,9595.16,9594.76,9594.76,9594.76,9594.76,9594.76,9596.44,9596.44,9596.44,9596.44,9596.44,9596.44,9598.12,9601.21,9601.39,9592.28,9573.71,9559.15,9558.69,9551.34,9547.21,9551.74,9535.67,9543.99,9542.66,9539.42,9536.20,9538.08,9534.01,9546.94,9543.68,9545.89,9540.96,9533.42,9523.55,9526.17,9521.13,9517.65,9515.81,9514.76,9514.42,9514.16,9514.94,9510.42,9507.54,9500.86,9500.44,9501.90,9500.08,9495.07,9487.78,9484.83,9483.05,9481.53,9481.28,9481.03,9475.81,9475.81,9467.71,9466.96,9464.73,9463.49,9460.05,9458.32,9454.88,9449.82,9454.72,9452.26,9450.55,9450.31,9449.82,9448.84,9448.60,9448.11,9444.68,9443.71,9443.71,9443.47,9443.71,9443.47,9443.47,9441.83,9442.07,9444.53,9442.80
Lower Size (nm), 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4, 15.4
Upper Size (nm),749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9,749.9
Density (g/cm³),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
td + 0.5 (s),1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52
tf (s),5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.89,5.85,5.79,5.72,5.73,5.70,5.67,5.72,5.62,5.66,5.67,5.65,5.64,5.66,5.62,5.68,5.67,5.69,5.68,5.66,5.60,5.63,5.60,5.60,5.59,5.58,5.59,5.59,5.59,5.58,5.57,5.56,5.54,5.56,5.55,5.54,5.51,5.51,5.50,5.50,5.49,5.49,5.48,5.48,5.46,5.46,5.45,5.44,5.44,5.43,5.42,5.41,5.42,5.42,5.41,5.41,5.41,5.40,5.40,5.40,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39,5.39
D50 (nm),646.6,646.3,646.6,646.5,646.5,646.5,646.5,646.5,646.6,646.6,646.6,646.6,646.6,646.6,646.7,647.7,640.8,626.9,612.7,614.5,608.1,602.0,613.1,593.4,601.2,602.2,599.1,596.1,600.1,593.4,605.4,602.4,606.7,603.6,601.0,589.5,594.2,589.5,588.6,586.8,585.9,587.1,586.8,587.5,585.6,582.9,580.6,578.0,581.5,579.8,577.5,572.5,572.0,570.3,569.0,568.8,568.6,566.2,566.1,562.7,561.9,560.0,558.9,558.1,556.6,555.7,552.8,554.7,554.9,553.3,553.1,552.7,551.9,551.7,551.3,550.5,549.6,549.6,549.4,549.6,549.4,549.4,549.4,549.5,549.5,550.3,549.9
Neutralizer Status,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON,ON
Median (nm),43.678,41.332,61.639,61.274,39.846,47.884,21.169,23.202,22.846,22.845,22.529,22.920,22.235,28.149,167.492,132.914,142.491,147.495,153.842,156.820,160.621,164.673,165.716,171.849,174.909,174.883,179.603,181.480,184.366,188.393,189.431,189.554,192.547,194.210,194.674,197.086,196.975,198.787,199.881,200.741,202.051,203.742,204.874,205.642,206.638,206.590,207.134,209.139,209.490,210.113,210.419,211.177,212.130,212.501,213.655,214.271,213.876,214.565,214.710,215.330,215.345,215.703,215.806,216.909,217.365,216.868,217.835,218.495,218.772,219.486,219.418,219.893,220.288,220.155,220.864,220.861,220.973,221.153,221.121,222.172,222.019,222.356,222.714,223.974,223.831,224.108,224.778
